"","code","label","subcategory","feedback","criticality","organization","question","row_index","Sentiment"
"7297","cr","Care received","Rules/approach to care","Avoid giving treatments late at night.",2,"Trust C","Trust C - Q2",8062,0.052
"7298","sa","Staff","Attitude Of Staff","Awareness from staff, when handing me over to the ward the HCA on the ward was extremely rude to the nurse handing me over as if I was going to be a burden to the ward, the nurse actively apologised although it was not her fault. The HCA was polite to me but did not introduce herself or show me around which arriving in the middle of the night and not knowing where the toilets are is not very comforting.",-3,"Trust C","Trust C - Q2",8063,-0.59
"7299","ee","Environment/ facilities","Environment/ facilities","Bang doors at night.",-2,"Trust C","Trust C - Q2",8064,0
"7300","ee","Environment/ facilities","Environment/ facilities","Bays are too cold, especially at night.",-2,"Trust C","Trust C - Q2",8066,0
"7301","ec","Environment/ facilities","Cleanliness","Be more efficient cleaning wise.  Answer buzzers more.",-2,"Trust C","Trust C - Q2",8068,0.755
"7302","ss","Staff","Staff: General","Because all staff are excellent.",4,"Trust C","Trust C - Q2",8069,0.572
"7303","sa","Staff","Attitude Of Staff","Because everyone is nice to me.",2,"Trust C","Trust C - Q2",8070,0.421
"7304","sa","Staff","Attitude Of Staff","Because everyone was so kind and helpful , very kind.",3,"Trust C","Trust C - Q2",8071,0.887
"7305","sa","Staff","Attitude Of Staff","Because everyone was very lovely <U+0001F60A>",3,"Trust C","Trust C - Q2",8072,0.624
"7306","cc","Care received","Care received","Because everything has been good.",3,"Trust C","Trust C - Q2",8073,0.44
"7307","cc","Care received","Care received","Because good service and helpful with my daughter is here.",3,"Trust C","Trust C - Q2",8074,0.691
"7308","cc","Care received","Care received","Because I enjoyed my stay.",2,"Trust C","Trust C - Q2",8075,0.511
"7309","sa","Staff","Attitude Of Staff","Because I would come back again, staff were lovely.",2,"Trust C","Trust C - Q2",8076,0.586
"7310","cc","Care received","Care received","Because it is not the 1st time I’ve been on here. Every time the care and service is excellent. Would not want to go any where else",4,"Trust C","Trust C - Q2",8077,0.77
"7311","ee","Environment/ facilities","Environment/ facilities","Because of aggressive patients",-3,"Trust C","Trust C - Q2",8078,-0.153
"7312","cc","Care received","Care received","Because of the excellent care I received.",4,"Trust C","Trust C - Q2",8079,0.785
"7313","sa","Staff","Attitude Of Staff","Because the nurses were very kind and friendly",3,"Trust C","Trust C - Q2",8080,0.8
"7314","cc","Care received","Care received","Because they have look after me well and every time I see one of the doctors they have been nice and the nurses are brilliant.   All the staff a nice as well.",4,"Trust C","Trust C - Q2",8081,0.912
"7315","ss","Staff","Staff: General","Because they were brilliant",4,"Trust C","Trust C - Q2",8082,0.586
"7316","ss","Staff","Staff: General","Been in hospital a lot. best people I have come across.",4,"Trust C","Trust C - Q2",8083,0.637
"7317","cc","Care received","Care received","Been really happy with my care whilst I’ve been here and all the staff have been great.",3,"Trust C","Trust C - Q2",8084,0.906
"7318","ef","Environment/ facilities","Food","Better and more food.",-2,"Trust C","Trust C - Q2",8085,0.44
"7319","mm","Communication","Communication","Better communication - was awaiting a call all day after being told the day before that my baby had no heartbeat. Rang at 5pm, was told I was on the list. Rang again at 6 and then half 7 and still no one could speak to me. I was finally spoken to at 7.45 in the evening.  Communication between nurses and drs.  Seeing the drs",-4,"Trust C","Trust C - Q2",8086,-0.128
"7320","mm","Communication","Communication","Better communication between doctors on handover with regards to patients and checking file before talking to patients.",-3,"Trust C","Trust C - Q2",8087,0.44
"7321","mm","Communication","Communication","Better explanation of how to provide feedback.",-2,"Trust C","Trust C - Q2",8088,0.44
"7322","ef","Environment/ facilities","Food","Better food",-2,"Trust C","Trust C - Q2",8090,0.44
"7323","ef","Environment/ facilities","Food","Better food",-2,"Trust C","Trust C - Q2",8091,0.44
"7324","ef","Environment/ facilities","Food","Better food",-2,"Trust C","Trust C - Q2",8092,0.44
"7325","eq","Environment/ facilities","Facilities/equipment","Better heating",-2,"Trust C","Trust C - Q2",8094,0.44
"7326","tx","Transition/coordination","Transition And Discharge","Better management of discharge.",-2,"Trust C","Trust C - Q2",8095,0.44
"7327","cm","Care received","Medication","Better pain relif.",-2,"Trust C","Trust C - Q2",8097,-0.103
"7328","eq","Environment/ facilities","Facilities/equipment","Better thermostat as my temp was wrong once, need new ones.",-2,"Trust C","Trust C - Q2",8098,-0.052
"7329","eq","Environment/ facilities","Facilities/equipment","Better tv <U+0001F606>",-1,"Trust C","Trust C - Q2",8099,0.44
"7330","cc","Care received","Care received","Blood could have come back quicker.",-2,"Trust C","Trust C - Q2",8101,0
"7331","ef","Environment/ facilities","Food","Breakfast. As not much choice. And toast was cold.",-2,"Trust C","Trust C - Q2",8102,0
"7332","cc","Care received","Care received","Brilliant care as always in e17.",4,"Trust C","Trust C - Q2",8103,0.791
"7333","cc","Care received","Care received","Brilliant care.",4,"Trust C","Trust C - Q2",8104,0.791
"7334","cc","Care received","Care received","Busy on nights so can't come straight way, but otherwise everything ok.",2,"Trust C","Trust C - Q2",8105,0.396
"7335","ss","Staff","Staff: General","Busy ward staff, always smiling, work hard, kept me informed.",3,"Trust C","Trust C - Q2",8106,0.382
"7336","cc","Care received","Care received","Can be a bit of a wait for doctors to come so I can get my medications.",-2,"Trust C","Trust C - Q2",8107,0
"7337","xm","Miscellaneous","Miscellaneous","Can not think of anything.",3,"Trust C","Trust C - Q2",8109,0
"7338","eq","Environment/ facilities","Facilities/equipment","Can there please be fans as when sat, having treatment, gets very hot.",-2,"Trust C","Trust C - Q2",8110,0.318
"7339","xn","Couldn't be improved","Nothing to improve","Can’t fault any care",3,"Trust C","Trust C - Q2",8111,0.128
"7340","xn","Couldn't be improved","Nothing to improve","Can’t fault the care, thank you",3,"Trust C","Trust C - Q2",8112,0.459
"7341","xn","Couldn't be improved","Nothing to improve","Can’t find any faults all good",3,"Trust C","Trust C - Q2",8113,-0.052
"7342","cc","Care received","Care received","Can’t hear very well with masks on",-3,"Trust C","Trust C - Q2",8114,0.338
"7343","xn","Couldn't be improved","Nothing to improve","Can’t immediately think of anything",3,"Trust C","Trust C - Q2",8115,0
"7344","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8116,0
"7345","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8117,0
"7346","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8118,0
"7347","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8119,0
"7348","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8120,0
"7349","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8121,0
"7350","xn","Couldn't be improved","Nothing to improve","Can’t think of anything",3,"Trust C","Trust C - Q2",8122,0
"7351","xn","Couldn't be improved","Nothing to improve","Can’t think of anything as for me it was a lovely experience apart from the pain of course",3,"Trust C","Trust C - Q2",8123,0.128
"7352","xn","Couldn't be improved","Nothing to improve","Can’t think of anything as I was well looked after.",3,"Trust C","Trust C - Q2",8124,0.273
"7353","xn","Couldn't be improved","Nothing to improve","Can’t think of anything at the minute.",3,"Trust C","Trust C - Q2",8125,0
"7354","xn","Couldn't be improved","Nothing to improve","Can’t think of anything at the moment",3,"Trust C","Trust C - Q2",8126,0
"7355","xn","Couldn't be improved","Nothing to improve","Can’t think of anything it’s been relaxing",3,"Trust C","Trust C - Q2",8127,0.494
"7356","xn","Couldn't be improved","Nothing to improve","Can’t think of anything really",3,"Trust C","Trust C - Q2",8128,0
"7357","xn","Couldn't be improved","Nothing to improve","Can’t think of anything that could have been done better",3,"Trust C","Trust C - Q2",8129,0.44
"7358","xn","Couldn't be improved","Nothing to improve","Can’t think of anything.",3,"Trust C","Trust C - Q2",8131,0
"7359","xn","Couldn't be improved","Nothing to improve","Can’t think of much",3,"Trust C","Trust C - Q2",8132,0
"7360","xn","Couldn't be improved","Nothing to improve","Cannot fault anything, staff extremely supportive especially *",3,"Trust C","Trust C - Q2",8133,0.579
"7361","xn","Couldn't be improved","Nothing to improve","Cannot think of anything",3,"Trust C","Trust C - Q2",8134,0
"7362","xn","Couldn't be improved","Nothing to improve","Cannot think of anything",3,"Trust C","Trust C - Q2",8135,0
"7363","xn","Couldn't be improved","Nothing to improve","Cannot think of anything really.  I think in all jobs there’s a little room for improvement.",3,"Trust C","Trust C - Q2",8137,0.409
"7364","xn","Couldn't be improved","Nothing to improve","Cannot think of anything right now",3,"Trust C","Trust C - Q2",8138,0
"7365","cm","Care received","Medication","Cannot think of anything, discharge pharmacy can take a long time but given the volume of patients in the hospital that’s not surprising.",2,"Trust C","Trust C - Q2",8139,-0.301
"7366","xn","Couldn't be improved","Nothing to improve","Cannot think of anything.",3,"Trust C","Trust C - Q2",8140,0
"7367","cc","Care received","Care received","Cannula out while I was asleep.",-1,"Trust C","Trust C - Q2",8141,0
"7368","cc","Care received","Care received","Care and compassion excellent!",4,"Trust C","Trust C - Q2",8142,0.88
"7369","cc","Care received","Care received","Care received was brilliant from all staff members",4,"Trust C","Trust C - Q2",8143,0.791
"7370","cc","Care received","Care received","Cared for very well",3,"Trust C","Trust C - Q2",8144,0.636
"7371","xm","Miscellaneous","Miscellaneous","Cigarette smoke does come in through the windows as they are next to the entrance. More work could be done to tackle smokers.",-2,"Trust C","Trust C - Q2",8147,0
"7372","ec","Environment/ facilities","Cleanliness","Clean the shower and toilet",-2,"Trust C","Trust C - Q2",8148,0.402
"7373","ec","Environment/ facilities","Cleanliness","Cleaners: The floors and sides etc were only cleaned twice on consecutive days at the start of the admission. For saying we are in the middle of a pandemic, I would have hoped cleanliness of wards to be top priority. Food staff: Meal orders weren’t taken at lunch and dinner on one day. And on another day the meal ordered never arrived. Lunch time meal arrived around 12:30, make lunch and dinner very close in timings and not enough time for patient to have built up an appetite.",-3,"Trust C","Trust C - Q2",8149,0.527
"7374","sp","Staff","Professionalism/Competence Of Staff","Clearer care from doctors, my doctor did not know half of what she should . I am being sent home in pain and told take paracetamol and ibuprofen when the morphine and codine I am taking on the ward has not had much affect on my pain only stopped me from being sick with the pain I am in.",-4,"Trust C","Trust C - Q2",8151,-0.898
"7375","ee","Environment/ facilities","Environment/ facilities","Closed the doors a little quieter",-2,"Trust C","Trust C - Q2",8152,0
"7376","eq","Environment/ facilities","Facilities/equipment","Closer parents room",-2,"Trust C","Trust C - Q2",8153,0
"7377","ef","Environment/ facilities","Food","Colder water more often",-2,"Trust C","Trust C - Q2",8154,0
"7378","eq","Environment/ facilities","Facilities/equipment","Comfier chairs for parents\carers.",-2,"Trust C","Trust C - Q2",8155,0
"7379","cc","Care received","Care received","Comfortable stay",2,"Trust C","Trust C - Q2",8156,0.511
"7380","cc","Care received","Care received","Comfortable stay in side room.  Nursing team and care was very good.",3,"Trust C","Trust C - Q2",8157,0.866
"7381","mm","Communication","Communication","Communication about what is going on with me. I came in for a couple of nights and ended up staying at hospital for 10 days.",-3,"Trust C","Trust C - Q2",8159,0
"7382","mm","Communication","Communication","Communication about what’s happening and why it’s happening.",-3,"Trust C","Trust C - Q2",8160,0
"7383","mm","Communication","Communication","Communication and didn’t know what was happening.",-3,"Trust C","Trust C - Q2",8161,0
"7384","cc","Care received","Care received","Communication between departments could be improved.  The staff were absolutely wonderful and very caring nothing was to much trouble. They would win a gold medal at the olympics.   I wouldn’t want to go to any other ward.",4,"Trust C","Trust C - Q2",8162,0.944
"7385","ti","Transition/coordination","Coordination/Integration Of Care","Communication between different areas of the ward could have been tightened up.",-2,"Trust C","Trust C - Q2",8164,0
"7386","mm","Communication","Communication","Communication between doctor and myself could have been better.",-2,"Trust C","Trust C - Q2",8165,0.44
"7387","mm","Communication","Communication","Communication could be better all round.",-3,"Trust C","Trust C - Q2",8166,0.44
"7388","mm","Communication","Communication","Communication could be better.  Lights need fixing and TV's  in rooms need sorting ASAP.  Rooms could do with touching up.  More information ealier in admission.",-3,"Trust C","Trust C - Q2",8168,0.44
"7389","mm","Communication","Communication","Communication could improved between daycare and the ward, between nurses and parents, and between different shifts.",-3,"Trust C","Trust C - Q2",8169,0.477
"7390","mm","Communication","Communication","Communication was not as effective as I would have liked. In terms scan etc being cancelled and having had to wait a while for it to happen.  When doctors came for ward rounds information given was very little and it was assumed or not that parent/career is aware of procedure or scan info. Maybe doctors could relay information to parents/carers more effectively and ask them if they have any questions before leaving them. Explain why the procedures are necessary for their child.",-3,"Trust C","Trust C - Q2",8170,0.348
"7391","ti","Transition/coordination","Coordination/Integration Of Care","Communication! Lost count of times doctors promised to return with answers or actions but all I got was the equivalent of a tumbleweed blowing down a street in a Western ghost town.  For complex cases with deferent depts involved get someone to project manage an coordinate and drive things forward.  This could be a lifesaver for vulnerable patients.",-3,"Trust C","Trust C - Q2",8171,0.316
"7392","mm","Communication","Communication","Communication, need updating more often.",-2,"Trust C","Trust C - Q2",8172,0
"7393","ti","Transition/coordination","Coordination/Integration Of Care","Communications between departments i.e. your going home tomorrow, then when tomorrow comes they need more blood now another x ray which didn’t happen for another 2 days, then also to collect me for an mri when I told them I was to anxious and upset to have one, then decide I’m to upset to have one anyway.",-4,"Trust C","Trust C - Q2",8174,-0.735
"7394","cc","Care received","Care received","Completely happy with how my mum was looked after.",3,"Trust C","Trust C - Q2",8175,0.611
"7395","xn","Couldn't be improved","Nothing to improve","Considering the job all staff do under great pressure, there is always room for improvement but not during my stay. Thankyou.",3,"Trust C","Trust C - Q2",8176,0.45
"7396","cc","Care received","Care received","Consultant didn’t see me until afternoon, which meant a decision about me going home was delayed.",-2,"Trust C","Trust C - Q2",8177,-0.226
"7397","ef","Environment/ facilities","Food","Cooked breakfast would be nice.",-2,"Trust C","Trust C - Q2",8178,0.421
"7398","sa","Staff","Attitude Of Staff","Could have been more kind and gentle.",-3,"Trust C","Trust C - Q2",8179,0.782
"7399","cc","Care received","Care received","Could have been slightly quicker, been in the hospital for 20 hours.",-2,"Trust C","Trust C - Q2",8180,0
"7400","tt","Transition/coordination","Transition/ coordination: General","Could have not admitted him.",-2,"Trust C","Trust C - Q2",8181,-0.076
"7401","eq","Environment/ facilities","Facilities/equipment","Could have put a 65 inch TV in the corner <U+0001F604>",-1,"Trust C","Trust C - Q2",8182,0
"7402","ee","Environment/ facilities","Environment/ facilities","Could have removed a very rowdy, rude and obnoxious patient who was abusive to staff and had no care for anyone around him .",-3,"Trust C","Trust C - Q2",8183,-0.92
"7403","xn","Couldn't be improved","Nothing to improve","Could not do anything better.",3,"Trust C","Trust C - Q2",8184,-0.341
"7404","xn","Couldn't be improved","Nothing to improve","Could not do more to help, spot on.",3,"Trust C","Trust C - Q2",8185,0.455
"7405","xn","Couldn't be improved","Nothing to improve","Could not fault any aspect of my care.",3,"Trust C","Trust C - Q2",8186,0.666
"7406","xn","Couldn't be improved","Nothing to improve","Could not have done any better",3,"Trust C","Trust C - Q2",8187,0.44
"7407","xn","Couldn't be improved","Nothing to improve","Could not have done any better",3,"Trust C","Trust C - Q2",8188,0.44
"7408","xn","Couldn't be improved","Nothing to improve","Could not have done anything better",3,"Trust C","Trust C - Q2",8189,0.44
"7409","mm","Communication","Communication","Could of explained more of reason for stockings. Surgeons could have explained more about decision to operate and after effects.",-3,"Trust C","Trust C - Q2",8190,0
"7410","xn","Couldn't be improved","Nothing to improve","Couldn’t ask for better care",3,"Trust C","Trust C - Q2",8191,0.727
"7411","xn","Couldn't be improved","Nothing to improve","Couldn’t be better",3,"Trust C","Trust C - Q2",8192,0.44
"7412","xn","Couldn't be improved","Nothing to improve","Couldn’t fault anything",3,"Trust C","Trust C - Q2",8193,-0.402
"7413","xn","Couldn't be improved","Nothing to improve","Couldn’t have",3,"Trust C","Trust C - Q2",8194,0
"7414","xn","Couldn't be improved","Nothing to improve","Couldn’t have asked for better treatment.",3,"Trust C","Trust C - Q2",8195,0.44
"7415","xn","Couldn't be improved","Nothing to improve","Couldn’t have had better treatment, friendly caring staff.",3,"Trust C","Trust C - Q2",8196,0.852
"7416","ef","Environment/ facilities","Food","Cup of tea",-1,"Trust C","Trust C - Q2",8197,0
"7417","eq","Environment/ facilities","Facilities/equipment","Curtains on cubicle window.",-1,"Trust C","Trust C - Q2",8198,0
"7418","ee","Environment/ facilities","Environment/ facilities","Cut the noise down at night when moving patients",-2,"Trust C","Trust C - Q2",8199,-0.273
"7419","ss","Staff","Staff: General","Date of discharge 01/03/2020 Most of the staff were amazing, but a few of them weren’t as great. All in all a great stay ( the night staff were amazing ) ps thank you so much for the side room it helped us a lot at this time <U+263A><U+FE0F>",3,"Trust C","Trust C - Q2",8200,0.975
"7420","xn","Couldn't be improved","Nothing to improve","Date of discharge 28/02/2020.  Nothing, staff very nice.",3,"Trust C","Trust C - Q2",8201,-0.371
"7421","cc","Care received","Care received","Date of discharge 28/05/2020 The care I recieved has been outstanding, from HCA’s to nurses and doctors. Nothing could have been done better <U+0001F600>",4,"Trust C","Trust C - Q2",8202,0.878
"7422","ef","Environment/ facilities","Food","Decaf coffee <U+0001F601>",-1,"Trust C","Trust C - Q2",8203,0
"7423","xn","Couldn't be improved","Nothing to improve","Definitely not",3,"Trust C","Trust C - Q2",8204,0.402
"7424","tx","Transition/coordination","Transition And Discharge","Delay for doctor review to go home.",-2,"Trust C","Trust C - Q2",8205,-0.318
"7425","cc","Care received","Care received","Did not have to stay long, but all ok.",2,"Trust C","Trust C - Q2",8207,0.477
"7426","ee","Environment/ facilities","Environment/ facilities","Didn’t enjoy being on here because of the situation with the other patients.",-3,"Trust C","Trust C - Q2",8209,0.494
"7427","tx","Transition/coordination","Transition And Discharge","Didn’t feel I belonged on here. Also thought was going home yesterday but didn’t so dissapointed.",-3,"Trust C","Trust C - Q2",8210,0
"7428","tx","Transition/coordination","Transition And Discharge","Discharge delays.",-2,"Trust C","Trust C - Q2",8211,0
"7429","tx","Transition/coordination","Transition And Discharge","Discharge system is a shambles. Waited 6 hours for tablets.",-3,"Trust C","Trust C - Q2",8212,0
"7430","sp","Staff","Professionalism/Competence Of Staff","Doctor was very unconfident with cannula/blood tests, nurses were brill as usual.",-2,"Trust C","Trust C - Q2",8214,0
"7431","ml","Communication","Listening","Doctors and surgeons listen to there patients, bloods may not always show the problem, human interaction and listening to the person they are meant to be treating would be a start.",-3,"Trust C","Trust C - Q2",8215,-0.402
"7432","mm","Communication","Communication","Doctors could do with explaining things more clearly.",-3,"Trust C","Trust C - Q2",8216,0.458
"7433","mm","Communication","Communication","Doctors didn’t explain things so I understood clearly.",-3,"Trust C","Trust C - Q2",8217,0.452
"7434","cr","Care received","Rules/approach to care","Don’t run experiments on patients with junior ward doctors.  Increase visiting hours for family.",-3,"Trust C","Trust C - Q2",8218,0.318
"7435","xn","Couldn't be improved","Nothing to improve","Don’t think so, No.",3,"Trust C","Trust C - Q2",8219,-0.36
"7436","xn","Couldn't be improved","Nothing to improve","Don’t think you could have done anything better m & we all did our best",3,"Trust C","Trust C - Q2",8220,0.796
"7437","xn","Couldn't be improved","Nothing to improve","Don’t think you could have done anything better, as soon as you knew what the problem was you got straight on to it.",3,"Trust C","Trust C - Q2",8221,0.273
"7438","xn","Couldn't be improved","Nothing to improve","Don’t think you could have done anything better.",3,"Trust C","Trust C - Q2",8222,0.44
"7439","cc","Care received","Care received","Dont know.  Very pleased with the high standard overall.  Thank you",3,"Trust C","Trust C - Q2",8223,-0.032
"7440","ee","Environment/ facilities","Environment/ facilities","Door to staff room continually banging at night",-2,"Trust C","Trust C - Q2",8224,0
"7441","mi","Communication","Amount/clarity of information","Drs to give you more information",-3,"Trust C","Trust C - Q2",8225,0
"7442","xn","Couldn't be improved","Nothing to improve","Due to how the staff were on the go all the time. I have no complaints. Just to the government who should increase your wages.",3,"Trust C","Trust C - Q2",8226,0.551
"7443","cm","Care received","Medication","Earlier checks on medications.",-2,"Trust C","Trust C - Q2",8227,0
"7444","sa","Staff","Attitude Of Staff","Everyone as been so kind. I have been physical and mentally comfortable.",3,"Trust C","Trust C - Q2",8229,0.79
"7445","sp","Staff","Professionalism/Competence Of Staff","Everyone attentive and knowledgeable.",2,"Trust C","Trust C - Q2",8230,0
"7446","xn","Couldn't be improved","Nothing to improve","Everyone has been great",3,"Trust C","Trust C - Q2",8231,0.625
"7447","xn","Couldn't be improved","Nothing to improve","Everyone has been great really friendly",3,"Trust C","Trust C - Q2",8232,0.822
"7448","sa","Staff","Attitude Of Staff","Everyone has been very helpful and caring, especially with my autism and have taken time to explain things better to me.",3,"Trust C","Trust C - Q2",8233,0.858
"7449","ss","Staff","Staff: General","Everyone is amazing, great nurses, drs and all other staff.",4,"Trust C","Trust C - Q2",8234,0.836
"7450","ss","Staff","Staff: General","Everyone is friendly on this ward so I feel comfortable.",3,"Trust C","Trust C - Q2",8235,0.776
"7451","sa","Staff","Attitude Of Staff","Everyone is so kind, informative and helpful.",3,"Trust C","Trust C - Q2",8236,0.757
"7452","sa","Staff","Attitude Of Staff","Everyone is very friendly and always here to help. * has made me feel welcome and comfortable",3,"Trust C","Trust C - Q2",8237,0.91
"7453","sa","Staff","Attitude Of Staff","Everyone is very friendly and always here to help. * has made me feel welcome and comfortable.",3,"Trust C","Trust C - Q2",8238,0.91
"7454","cc","Care received","Care received","Everyone was excellent and efficient.",3,"Trust C","Trust C - Q2",8240,0.758
"7455","ss","Staff","Staff: General","Everyone was fabulous.",3,"Trust C","Trust C - Q2",8241,0.527
"7456","sa","Staff","Attitude Of Staff","Everyone was friendly and nothing was too much trouble.",3,"Trust C","Trust C - Q2",8242,0.128
"7457","sa","Staff","Attitude Of Staff","Everyone was helpful and friendly!",3,"Trust C","Trust C - Q2",8243,0.742
"7458","sa","Staff","Attitude Of Staff","Everyone was helpful and took good care of me",3,"Trust C","Trust C - Q2",8244,0.836
"7459","sa","Staff","Attitude Of Staff","Everyone was helpful and took good care of me.",3,"Trust C","Trust C - Q2",8245,0.836
"7460","sa","Staff","Attitude Of Staff","Everyone was kind and caring.",3,"Trust C","Trust C - Q2",8246,0.765
"7461","sa","Staff","Attitude Of Staff","Everyone was kind, no complaints.",3,"Trust C","Trust C - Q2",8247,0.687
"7462","ss","Staff","Staff: General","Everyone was lovely",3,"Trust C","Trust C - Q2",8248,0.586
"7463","ss","Staff","Staff: General","Everyone was lovely.",3,"Trust C","Trust C - Q2",8249,0.586
"7464","sa","Staff","Attitude Of Staff","Everyone was pleasant and helpful.",2,"Trust C","Trust C - Q2",8250,0.727
"7465","sa","Staff","Attitude Of Staff","Everyone was polite and helpful.",2,"Trust C","Trust C - Q2",8251,0.421
"7466","sa","Staff","Attitude Of Staff","Everyone was so attentive and caring.",3,"Trust C","Trust C - Q2",8253,0.537
"7467","sp","Staff","Professionalism/Competence Of Staff","Everyone was very professional.",3,"Trust C","Trust C - Q2",8254,0
"7468","xe","Miscellaneous","Everything was good/bad","Everything",4,"Trust C","Trust C - Q2",8255,0
"7469","xe","Miscellaneous","Everything was good/bad","Everything been really good.",3,"Trust C","Trust C - Q2",8256,0.493
"7470","cc","Care received","Care received","Everything from admission to discharge ran smoothly, no complaints.",4,"Trust C","Trust C - Q2",8257,0.309
"7471","xe","Miscellaneous","Everything was good/bad","Everything good",4,"Trust C","Trust C - Q2",8258,0.44
"7472","xe","Miscellaneous","Everything was good/bad","Everything good",4,"Trust C","Trust C - Q2",8259,0.44
"7473","xe","Miscellaneous","Everything was good/bad","Everything good",4,"Trust C","Trust C - Q2",8260,0.44
"7474","xe","Miscellaneous","Everything was good/bad","Everything has been good",4,"Trust C","Trust C - Q2",8261,0.44
"7475","ss","Staff","Staff: General","Everything is going well, nurses are great",3,"Trust C","Trust C - Q2",8262,0.735
"7476","ss","Staff","Staff: General","Everything is going well, nurses are great.",3,"Trust C","Trust C - Q2",8263,0.735
"7477","xe","Miscellaneous","Everything was good/bad","Everything is good",4,"Trust C","Trust C - Q2",8264,0.44
"7478","xe","Miscellaneous","Everything was good/bad","Everything is in good ordered",4,"Trust C","Trust C - Q2",8265,0.44
"7479","xe","Miscellaneous","Everything was good/bad","Everything ok.",4,"Trust C","Trust C - Q2",8266,0.34
"7480","xe","Miscellaneous","Everything was good/bad","Everything perfect",4,"Trust C","Trust C - Q2",8267,0.572
"7481","xe","Miscellaneous","Everything was good/bad","Everything perfect thank you",4,"Trust C","Trust C - Q2",8268,0.735
"7482","xe","Miscellaneous","Everything was good/bad","Everything s to a very high standard nothing needs to better",4,"Trust C","Trust C - Q2",8269,-0.341
"7483","xe","Miscellaneous","Everything was good/bad","Everything very good.",4,"Trust C","Trust C - Q2",8270,0.493
"7484","xe","Miscellaneous","Everything was good/bad","Everything was done to an excellent standard.",4,"Trust C","Trust C - Q2",8271,0.572
"7485","xe","Miscellaneous","Everything was good/bad","Everything was done very well",4,"Trust C","Trust C - Q2",8272,0.338
"7486","xe","Miscellaneous","Everything was good/bad","Everything was enough good",4,"Trust C","Trust C - Q2",8273,0.44
"7487","xe","Miscellaneous","Everything was good/bad","Everything was fantastic",4,"Trust C","Trust C - Q2",8274,0.557
"7488","xe","Miscellaneous","Everything was good/bad","Everything was fantastic staff brilliant",4,"Trust C","Trust C - Q2",8276,0.813
"7489","xe","Miscellaneous","Everything was good/bad","Everything was fantastic. Food good, staff good, everywhere clean. You couldn’t want for more.",4,"Trust C","Trust C - Q2",8277,0.908
"7490","xe","Miscellaneous","Everything was good/bad","Everything was fine",4,"Trust C","Trust C - Q2",8278,0.202
"7491","xe","Miscellaneous","Everything was good/bad","Everything was fine",4,"Trust C","Trust C - Q2",8279,0.202
"7492","xe","Miscellaneous","Everything was good/bad","Everything was fine",4,"Trust C","Trust C - Q2",8280,0.202
"7493","xe","Miscellaneous","Everything was good/bad","Everything was fine",4,"Trust C","Trust C - Q2",8281,0.202
"7494","xe","Miscellaneous","Everything was good/bad","Everything was fine nufin",4,"Trust C","Trust C - Q2",8282,0.202
"7495","xe","Miscellaneous","Everything was good/bad","Everything was fine <U+0001F60A>",4,"Trust C","Trust C - Q2",8283,0.202
"7496","xe","Miscellaneous","Everything was good/bad","Everything was first class",4,"Trust C","Trust C - Q2",8284,0
"7497","xe","Miscellaneous","Everything was good/bad","Everything was good",4,"Trust C","Trust C - Q2",8285,0.44
"7498","xe","Miscellaneous","Everything was good/bad","Everything was good and staff was caring",4,"Trust C","Trust C - Q2",8286,0.727
"7499","xe","Miscellaneous","Everything was good/bad","Everything was great",4,"Trust C","Trust C - Q2",8287,0.625
"7500","xe","Miscellaneous","Everything was good/bad","Everything was great",4,"Trust C","Trust C - Q2",8288,0.625
"7501","xe","Miscellaneous","Everything was good/bad","everything was great",4,"Trust C","Trust C - Q2",8289,0.625
"7502","xe","Miscellaneous","Everything was good/bad","Everything was great",4,"Trust C","Trust C - Q2",8290,0.625
"7503","xe","Miscellaneous","Everything was good/bad","Everything was just fine",4,"Trust C","Trust C - Q2",8291,0.202
"7504","xe","Miscellaneous","Everything was good/bad","Everything was perfect",4,"Trust C","Trust C - Q2",8292,0.572
"7505","xe","Miscellaneous","Everything was good/bad","Everything was perfect",4,"Trust C","Trust C - Q2",8293,0.572
"7506","xn","Couldn't be improved","Nothing to improve","Everything was perfect",3,"Trust C","Trust C - Q2",8294,0.572
"7507","xe","Miscellaneous","Everything was good/bad","Everything was perfect from my point of view",4,"Trust C","Trust C - Q2",8295,0.572
"7508","cc","Care received","Care received","Everything was quick and everyone was very nice and friendly",3,"Trust C","Trust C - Q2",8296,0.762
"7509","xe","Miscellaneous","Everything was good/bad","Everything was so good so no need to change anything.",4,"Trust C","Trust C - Q2",8297,0.112
"7510","xe","Miscellaneous","Everything was good/bad","Everything was so smooth and well organised. All of the staff were kind and instilled confidence.",4,"Trust C","Trust C - Q2",8298,0.843
"7511","xe","Miscellaneous","Everything was good/bad","Everything was the best",4,"Trust C","Trust C - Q2",8299,0.637
